가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재년도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
삼청로,37.576388,126.979488,37.591904,126.983339,은행나무+느티나무,265,1.51,,삼청로는 종로구 중학동 92(경복궁)에서 삼청동 2-1(삼청터널)까지를 잇는 도로로 은행나무와 느티나무가 식재되어있다.,삼청로,시도,사간동 1-66~삼청동 산2-1,02-2148-2862,서울특별시 종로구청,2020-06-30,3000000,서울특별시 종로구
삼청로7길,37.583803,126.981821,37.583302,126.979522,은행나무,39,0.2,,삼청동 97-2와 팔판동 115-42를 잇는 도로로 은행나무가 주로 식재되어있다.,삼청로7길,구도,삼청동 97-2~팔판동 115-42,02-2148-2862,서울특별시 종로구청,2020-06-30,3000000,서울특별시 종로구
새문안로,37.570143,126.976234,37.566012,126.966577,은행나무,163,1.04,,종로구 평동 211(서대문역)에서 세종로 1-68(세종대로사거리)를 잇는 왕복 8차선의 도로이다. 도로명은 ‘돈의문 안쪽’을 의미하는 ‘새문안’에서 유래했다. 주로 은행나무가 식재되어있다.,새문안로,시도,세종로 208~평동 215,02-2148-2862,서울특별시 종로구청,2020-06-30,3000000,서울특별시 종로구
새문안로2길,37.569123,126.970301,37.569544,126.975683,은행나무+느티나무,115,0.45,,신문로2가 92-1부터 신문로1가 158-1까지의 도로를 말하며 은행나무와 느티나무가 식재되어있다.,새문안로2길,구도,신문로2가 92-1~신문로1가 158-1,02-2148-2862,서울특별시 종로구청,2020-06-30,3000000,서울특별시 종로구
흑교로,35.099708,129.024758,35.107497,129.022605,은행나무+산딸나무,172,0.9,1978,"부평교차로에서 흑교사거리까지 은행나무와 산딸나무로 조성이 되어있으며, 특이하게 산딸나무를 가로수로 식재했다는 점에서 특성이 있음",,"국도, 광역시도",부평교차로 ~ 흑교사거리,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
구덕로,35.097814,129.034754,35.097194,129.025887,은행나무,76,0.9,1990,자갈치교차로에서 롯데백화점까지 은행나무가 조성이 되어있으며 단풍이 질때의 아름다움을 느낄 수 있음,,광역시도,옛시청교차로 ~ 자갈치교차로,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
망양로,35.114937,129.033072,35.108836,129.024316,벚나무,200,2.3,1990,"산복도로의 망양로에 벚나무가 조성이 되어있으며, 봄에 벚꽃이 피어 아름다운 벚꽃길을 느낄 수 있음",,광역시도,동남파크교차로 ~ 혜광고등학교,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
대교로,35.105051,129.037819,35.099626,129.037721,먼나무+참식나무,90,0.7,1993,부산세관에서 부산대교까지 먼나무가 조성이 되어있어 상록수의 특성상 사시사철 푸름을 느낄 수 있음,,광역시도,세관삼거리 ~ 부산대교,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
보수대로,35.097329,129.025886,35.107203,129.022411,은행나무,70,1.3,1978,자갈치교차로에서 흑교로까지 수고가 높고 웅장한 은행나무가 조성이 되어있어 삭막한 도시의 이미지에 단풍의 아름다움을 느낄 수 있음,,광역시도,자갈치교차로 ~ 교사거리,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
광복중앙로,35.102839,129.030836,35.101369,129.030928,은행나무,14,0.4,1985,근대역사관의 기점으로 광복로의 중심 시티스팟 인근까지 은행나무가 조성이 되어있으며 오래된 건물과 상가주변 사이사이의 단풍에서 아름다움을 느낄 수 있음,,구도,광복중앙로 ~ 광복패션거리,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
비프광장로,35.098895,129.029035,35.098153,129.025572,느티나무+칠엽수+이팝나무,19,0.3,1990,노점상들과 건물과 건물 사이 나무의 존재로 공원적인 이미지를 연상할 수 있으며 가로수에 플랜트를 설치하여 앉아서 쉴 수 있는 공간을 제공하여 보행자의 안식처가 될 수 있음,,구도,비프광장로 구간,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
40계단 칠엽수거리,35.104969,129.034854,35.105034,129.036242,칠엽수,22,0.2,1990,40계단으로 유명한 거리주변의 문화관광소에 넓은 수관폭을 가진 칠엽수의 녹음으로 각종 화분 및 조경시설물과 조화가되어 아름다운 거리를 느낄 수 있음,,구도,중앙대로 81번길,051-600-4531,부산광역시 중구청,2020-07-13,3250000,부산광역시 중구
강진경계   해남교차로,34.412041,126.413394,34.332322,126.353154,먼나무,1668,26,2008,1,공룡대로,일반국도,강진경계~해남교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
강진경계   선진교차로,34.560402,126.587004,34.695971,126.690099,은목서,182,0.2,2018,1,공룡대로,일반국도,강진경계~선진교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
해남교차로  현산구시천교,34.332405,126.351948,34.282515,126.331511,후박나무,191,20,2008,1,땅끝대로,일반국도,해남교차로~현산구시천교,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
고현삼거리  성매교차로,34.274979,126.331138,34.261151,126.331461,배롱나무,1020,4,2016,1,땅끝대로,일반국도,고현삼거리~성매교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
성매교차로  월송 생태통로,34.261009,126.332393,34.251183,126.353445,배롱나무,730,3,2017,1,땅끝대로,일반국도,성매교차로~월송 생태통로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
월송 생태통로  남창교차로,34.418897,126.586791,34.407039,126.622777,배롱나무,930,0.5,2018,1,땅끝대로,일반국도,월송 생태통로~남창교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
해남교차로  마산교차로,34.332405,126.351948,34.345524,126.333095,후박나무,130,2,2009,1,공룡대로,일반국도,해남교차로~마산교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
마산교차로  원호교차로,34.345524,126.333095,34.343806,126.293822,후박나무,85,2,2009,1,공룡대로,일반국도,마산교차로~원호교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
원호교차로  남리교차로,34.343806,126.293822,34.345091,126.261433,후박나무,167,3,2009,1,공룡대로,일반국도,원호교차로~남리교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
남리교차로  관춘교차로,34.345091,126.261433,34.341031,126.242447,후박나무,143,2,2009,1,공룡대로,일반국도,남리교차로~관춘교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
관춘교차로  사교교차로,34.341031,126.242447,34.351721,126.214481,후박나무,260,1.5,2009,1,공룡대로,일반국도,관춘교차로~사교교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
남리교차로 문내교차로,34.571136,126.435911,34.591408,126.315224,먼나무,504,0.5,2018,1,공룡대로,일반국도,남리교차로~문내교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
사교교차로  우수영교차로,34.351721,126.214481,34.351829,126.199831,후박나무,190,1.8,2009,1,공룡대로,일반국도,사교교차로~우수영교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
우수영교차로  외암교차로,34.351829,126.199831,34.371875,126.185266,후박나무,225,2.2,2009,1,관광레져로,일반국도,우수영교차로~외암교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
외암교차로  이목교차로,34.371875,126.185266,34.383031,126.191259,후박나무,118,1.3,2009,1,관광레져로,일반국도,외암교차로~이목교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
이목교차로  구지교차로,34.383031,126.191259,34.418521,126.200351,후박나무,391,3,2009,1,관광레져로,일반국도,이목교차로~구지교차로,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
구지교차로  해남광장,34.418521,126.200351,34.412761,126.215344,이팝나무,594,3.5,2016,1,관광레져로,일반국도,구지교차로~해남광장,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
해남터미널  우슬재,34.344231,126.363502,34.334898,126.381799,느티나무,206,1.6,,1,관광레져로,군도,해남터미널~우슬재,061-530-5269,산림녹지과,2020-07-14,4930000,전라남도 해남군
삼봉길,37.571661,126.976733,37.572519,126.983003,은행나무+단풍나무,121,0.36,,종로구 세종로 82-1번지의 주한 미국대사관에서 종로구청을 거쳐?서울시 종로구 견지동 110-22번지를 잇는 도로로 은행나무와 단풍나무가 주로 식재되어있다.,삼봉길,구도,세종로 1-68~견지동 110-2,02-2148-2862,서울특별시 종로구청,2020-06-30,3000000,서울특별시 종로구
중앙2길,34.5658844,127.291023,34.554694,127.293244,먼나무+후박나무,33,0.2,,-,중앙2길,시도,기아자동차~로얄프라자,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
장평로,34.5644543,127.293941,34.554711,127.293253,느티나무+가시나무+애기동백,120,0.7,,-,장평로,시도,아랫장 사거리~오천택지,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
풍덕주택길,34.5643322,127.300715,34.554717,127.293268,후박나무+히말라야시다+가이스카,39,0.3,,-,풍덕주택길,시도,순천역~풍덕 금호 아파트,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
중앙초등길,34.5642411,127.295788,34.554724,127.293276,히말라야시다+가이스카,56,0.3,,-,중앙초등길,시도,팔마로~남산로,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
율산길,34.5628322,127.312260,34.554733,127.293280,왕벚나무+은행나무+느티나무+홍가시,262,21.2,,-,율산길,시도,보해양조~해룡 제일교회,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
도장길,34.5627533,127.313865,34.554742,127.293293,은행나무,81,0.3,,-,도장길,시도,호반1공원~호반1.2차,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
왕지1길,34.5812655,127.312393,34.554756,127.293311,홍단풍,38,0.3,,-,왕지1길,시도,왕지동,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
왕지2길,34.5810955,127.312374,34.554765,127.293312,왕벚나무+홍단풍,67,0.5,,-,왕지2길,시도,왕지동,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
왕지3길,34.5833133,127.313416,34.554771,127.293325,홍단풍,46,0.4,,-,왕지3길,시도,왕지동,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
왕지4길,34.5804159,127.313537,34.5547878,127.293334,왕벚나무+먼나무+홍단풍,72,0.6,,-,왕지4길,시도,왕지동,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
왕지5길,34.5819484,127.312099,34.554793,127.293343,왕벚나무,120,0.9,,-,왕지5길,시도,왕지동,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
매산큰길,34.5755523,127.2851155,34.554821,127.293352,왕벚나무+홍매화,141,1.1,,-,매산큰길,시도,순천대후문~그린 아파트,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
매산길,34.5735111,127.285076,34.554813,127.293363,버짐나무+홍매화,30,0.1,,-,매산길,시도,순천중앙교회~매산중학교,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
북정3길,34.575565,127.290468,34.554825,127.293375,은행나무+홍매화,85,0.2,,-,북정3길,시도,북초등학교~순천여중,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
신용길,34.581827,127.285937,34.554836,127.293384,왕벚나무+느티나무+히말라야시다+버짐나무,30,0.2,,-,신용길,시도,삼산 파출소~강변로,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
연향1로,34.564138,127.305216,34.554846,127.293391,은행나무,159,0.4,,-,연향1로,시도,충효로~현대2차,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
연향로,34.563453,127.304917,34.554855,127.293455,은행나무+느티나무,427,1.7,,-,연향로,시도,강남중앙교회~청솔2차,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
대석초등길,34.564175,127.305253,34.554868,127.293411,느티나무,81,0.4,,-,대석초등길,시도,"우편집중곡~대주,증흥 아파트",061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
오천1길,34.555062,127.293312,34.554871,127.293422,감탕나무,79,0.6,,-,오천1길,시도,오천지구,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
"삼산로,중앙로",34.581461,127.290163,34.554883,127.293433,먼나무,125,1,2018,-,"삼산로,중앙로",기타,"삼산동사무소~망북,삼산동사무소~SK주유소",061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
해룡로,34.545666,127.320395,34.554895,127.293444,왕벚나무+배롱나무,817,6.5,2018,-,해룡로,기타,월전리~상내리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
계산새로 65번길,37.322343,126.440818,37.321748,126.440818,회화나무+이팝나무,34,0.195,1995,계산새로 65번길,계산새로 65번길,지방도,오조산공원로~계산새로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
오조산로 89번길,37.322058,126.440811,37.322058,126.441981,회화나무+이팝나무,49,0.31,1995,오조산로 89번길,오조산로 89번길,지방도,계산새로65번길~오조산로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
계산새로 87번길,37.322298,126.441688,37.321712,126.441688,회화나무+이팝나무,33,0.195,1995,계산새로 87번길,계산새로 87번길,지방도,오조산공원로~계산새로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
오조산로 57번길,37.320988,126.441248,37.320988,126.441871,회화나무+이팝나무,26,0.163,1995,오조산로 57번길,오조산로 57번길,지방도,계양문화로~오조산로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
청사중앙~까치공원 중앙,37.320934,126.441551,37.320257,126.441551,회화나무+이팝나무,34,0.217,1995,청사중앙~까치공원 중앙,,지방도,청사중앙~까치공원 중앙,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
오조산로 45번길,37.320617,126.441198,37.320617,126.441805,회화나무+이팝나무,24,0.16,1995,오조산로 45번길,오조산로 45번길,지방도,계양문화로~오조산로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
오조산로 21번길,37.315803,126.441072,37.315803,126.441744,회화나무+이팝나무,25,0.16,1995,오조산로 21번길,오조산로 21번길,지방도,계양문화로~오조산로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
오조산로 7번길,37.315277,126.441071,37.315304,126.441689,회화나무+이팝나무,47,0.165,1995,오조산로 7번길,오조산로 7번길,지방도,계양문화로~오조산로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
장제로772번길,37.321223,126.440435,37.321223,126.441142,회화나무+이팝나무,20,0.18,1995,장제로772번길,장제로72번길,지방도,장제로~계양문화로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
상일로 6길,37.325684,127.102416,37.330653,127.103803,이팝나무,62,0.61,,이팝나무로 이루어진 가로수길,상일로 6길,구도로,상일동 262 ~ 상일동 488,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
쌍향수길,34.590331,127.145111,34.5544767,127.293027,왕벚나무+배롱나무+은행나무+느티나무+메타+홍단풍,1475,10.9,,-,쌍향수길,국도15호선,곡천삼거리~벌교경계,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
여순로,34.533631,127.334231,34.554486,127.293033,배롱나무+은행나무+먼나무+메타+히말라야시다+홍가시+애기동백,765,3.5,,-,여순로,국도17호선,율촌경계~팔마체육관,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
백강로,34.593141,127.294895,34.554498,127.293045,은행나무+느티나무+가시나무,842,6,,-,백강로,국도17호선,팔마체육관~선평삼거리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
순천로,34.594711,127.291566,34.554545,127.293052,이팝나무+노각나무,1432,11,,-,순천로,국도17호선,구례경계~선평삼거리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
순천로,35.024861,127.253577,34.554515,127.293064,이팝나무,131,10,2018,-,순천로,국도17호선,송치터널~황전면 월산리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
해룡로,34.545591,127.320474,34.554526,127.293077,배롱나무,1303,6,,-,해룡로,지방도863,해룡신대~여수경계,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
중앙로,34.570321,127.290215,34.554539,127.293081,왕벚나무+은행나무+먼나무+후박나무+은당풍+종려,1002,5.5,,-,중앙로,시도,순고 오거리~선평 삼거리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
우석로,34.554471,127.292728,34.554547,127.293092,은행나무+대왕참나무,326,2,,-,우석로,시도,청암대~순고 오거리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
팔마로,34.560331,127.311473,34.554555,127.293165,은행나무+느티나무,587,3.5,,-,팔마로,시도,순고 오거리~팔마체육관,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
조비길,34.582811,127.283568,34.554563,127.293113,왕벚나무+은행나무,112,0.9,,-,조비길,시도,순천 경찰서~삼거동,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
이수로,34.564921,127.291815,34.554575,127.293126,은행나무+느티나무+먼나무,388,30,,-,이수로,시도,순고 오거리~조례 사거리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
장명로,34.570381,127.290266,34.554582,127.293131,은행나무+먼나무+히말라야시다,81,0.6,,-,장명로,시도,남교 오거리~전화국 삼거리,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
강변로,34.584151,127.290124,34.554593,127.293148,왕벚나무+먼나무+이팝나무+메타,1245,8.2,,-,강변로,시도,가곡 삼거리~맑은물 관리센터,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
남산7길,34.554541,127.293335,34.554655,127.293150,이팝나무,247,1.9,,-,남산7길,시도,오천지구,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
남산로,34.562975,127.302783,34.5546167,127.293167,왕벚나무+먼나무+후박나무+히말라야시다,238,1.5,,-,남산로,시도,신흥 삼거리~이마트,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
삼산로,34.592124,127.302051,34.554625,127.293175,먼나무+이팝나무+후박나무,592,30,,-,삼산로,시도,삼산동 주민센터~순천 소방서,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
산단1길,34.5916978,127.303147,34.554632,127.293183,은행나무,82,0.5,,-,산단1길,시도,공단 사거리~산단4길,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
산단3길,34.590048,127.303793,34.554641,127.293194,은행나무,66,0.4,,-,산단3길,시도,산단2길~산단4길,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
산단4길,34.591446,127.302244,34.554657,127.293257,은행나무+먼나무,176,1.1,,-,산단4길,시도,삼산로,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
청사1길,34.5642552,127.290915,34.554665,127.293215,은행나무,28,0.1,,-,청사1길,시도,기아자동차~저전동사무소,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
저전길,34.5647211,127.290582,34.554672,127.293221,히말라야시다,17,0.1,,-,저전길,시도,저전동사무소~성신원,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
청사큰길,34.5648733,127.291615,34.554685,127.293235,히말라야시다,34,0.2,,-,청사큰길,시도,순고 오거리~성신원,061-749-8885,전라남도 순천시청,2019-08-28,4820000,전라남도 순천시
상암로 79길,37.324444,127.100142,37.330184,127.095501,양버즘나무,120,0.58,,양버즘나무로 이루어진 가로수길,상암로 79길,구도로,상일동 168 ~ 강동고교입구교차로,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
봉담택지보행자도로,37.215556,126.958611,37.21187151,126.9612986,소나무,125,0.2,,소나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.215556,126.958611,37.21187151,126.9612986,벚나무,9,0.2,,벚나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.215556,126.958611,37.21187151,126.9612986,은행나무,30,0.2,,은행나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.215556,126.958611,37.21187151,126.9612986,청단풍,63,0.2,,청단풍,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,말채나무,48,0.2,,말채나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,메타세콰이어,42,0.2,,메타세콰이어,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,산딸나무,54,0.2,,산딸나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,소나무,27,0.2,,소나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,벚나무,59,0.2,,벚나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,청단풍,51,0.2,,청단풍,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,대추나무,38,0.2,,대추나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,산딸나무,166,0.2,,산딸나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,소나무,7,0.2,,소나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,스트로브잣나무,100,0.2,,스트로브잣나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,벚나무,53,0.2,,벚나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,은행나무,3,0.2,,은행나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
면도102,36.577475,127.661371,36.583961,127.657173,벚나무,70,0.3,2009,벚나무,,면도,내북면 창리~동산리,043-540-3212,보은군청,2019-04-29,4420000,충청북도 보은군
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,청단풍,35,0.2,,청단풍,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211667,126.961389,느티나무,16,0.2,,느티나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211667,126.961389,산딸나무,24,0.2,,산딸나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211667,126.961389,소나무,4,0.2,,소나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211667,126.961389,스트로브잣나무,64,0.2,,스트로브잣나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211667,126.961389,청단풍,31,0.2,,청단풍,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211667,126.961389,칠엽수,9,0.2,,칠엽수,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211389,126.960833,느티나무,17,0.2,,느티나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211389,126.960833,말채나무,13,0.2,,말채나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211389,126.960833,산딸나무,25,0.2,,산딸나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211389,126.960833,스트로브잣나무,70,0.2,,스트로브잣나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211389,126.960833,청단풍,22,0.2,,청단풍,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.21551361,126.961111,37.211389,126.960833,칠엽수,21,0.2,,칠엽수,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
봉담택지보행자도로,37.214167,126.961111,37.214722,126.962222,모과나무,20,0.2,,모과나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-05-02,5530000,경기도 화성시
제방도로(13),36.512677,127.807502,36.527509,127.789220,홍단풍,420,3,2018,홍단풍,,제방도로,속리산면 상판교~문화마을,043-540-3212,보은군청,2019-04-29,4420000,충청북도 보은군
제방도로(14),36.514117,127.826098,36.514117,127.826098,홍단풍+이팝나무,148,1.5,2018,홍단풍+이팝나무,,제방도로,속리산면 상판리,043-540-3212,보은군청,2019-04-29,4420000,충청북도 보은군
제방도로(15),36.437214,127.811504,36.430677,127.795952,홍단풍,550,0.4,2018,홍단풍,,제방도로,마로면 관기리 ~ 탄부면 구암리,043-540-3212,보은군청,2019-04-29,4420000,충청북도 보은군
